Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Sub-Saharan Africa (excluding high income),2315.081778,2263.565871,2197.1987,2143.458343,2138.782869,2157.34029,2214.656226,2240.266772,2236.443233,2231.593141,2183.442902,2243.90046,2274.924596,2337.309909,2561.710184,2627.474911,2814.712338,2893.563213,2945.073289,2986.382474,3069.864239,3136.495511,3184.085001,3220.708901,3363.056662,3418.519543,3385.610389,
South Sudan,,,,,,,,,,,,,,,,,,,,,,2132.23178,,,,,,
Sub-Saharan Africa,2316.656048,2265.109519,2198.703796,2144.928484,2140.249971,2158.823542,2216.182291,2241.814655,2237.990379,2233.138786,2184.959856,2245.466274,2276.510959,2338.950073,2563.516568,2629.334057,2816.705846,2895.619341,2947.167518,2988.5133,3072.054449,3138.225913,3185.847042,3222.49392,3364.924258,3420.419448,3387.496213,
Small states,,,,,,,,,,,,,,,12994.00093,13552.5144,15173.04682,16477.23793,17003.16209,16923.04749,17647.17041,18417.63947,18875.78358,19400.94675,19694.42938,20556.67341,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,2704.886813,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,14005.55686,,,,,,
Slovak Republic,,,,,,,,,,,,,,,17965.37386,19432.61022,21030.38629,23310.29745,24895.73523,23800.60531,24584.57337,24895.7355,25716.26818,26328.34886,26807.64858,27850.60475,,
Slovenia,,,,,,,,,,,,,,,25685.66619,26793.08883,28130.50987,29588.80971,30414.24719,28059.11452,28409.36909,28575.71577,27780.19594,27472.86161,28386.44474,28371.02345,,
Sweden,30254.5091,29411.92178,28372.61309,27395.25926,28968.52926,30021.59026,30488.89303,31385.37841,33039.31871,35170.62328,36863.73959,37347.10544,38068.53011,39478.63366,40543.54976,41852.55106,44111.52014,45467.78186,45055.18105,41929.44059,44204.84552,44722.22256,44378.28493,44473.75023,45149.05321,46380.42019,47377.92327,
Eswatini,5658.910927,5644.701288,5720.582237,5624.619957,5390.013903,5877.182019,6155.062482,6206.585771,5974.778082,6139.507616,5954.018462,6233.614381,6062.306395,6126.149341,6432.948955,7140.347879,7087.667304,7340.230457,7172.83247,7008.113135,6922.133952,7276.789403,7491.061584,7939.290311,7889.580307,7836.390979,7702.040855,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,20991.22822,,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,1096.767352,1166.619919,1225.004118,963.1690405,1055.89782,1037.818551,1022.132504,1038.261492,1085.489071,1039.386114,979.580711,1052.207226,1075.910283,978.3159642,1289.912146,1518.712853,,1498.937636,1450.111317,1677.171042,1860.386644,1815.431363,1914.282082,1911.711718,1984.478241,2013.680768,1849.678843,1750.185697
East Asia & Pacific (IDA & IBRD countries),,,,,,2922.878436,3150.935325,3348.381774,3462.988922,3669.21687,3938.278404,4169.752532,4484.92566,4865.333291,5287.602834,5739.327259,6363.519901,7140.098207,7713.08221,8216.805878,8950.116792,9620.504806,10301.70759,10900.94896,11623.8174,12236.57051,12922.94611,13684.87273
Europe & Central Asia (IDA & IBRD countries),13072.53531,12333.63461,10993.76295,10381.03613,9416.94408,9277.128184,9261.707407,9479.133985,9288.331717,9521.144713,10326.56743,10734.53733,11324.11394,12023.82865,13045.05158,13867.03618,14858.37216,15988.76701,16642.34462,15736.08151,16401.09089,17270.08227,17762.94361,18255.23203,18558.69345,18630.72264,18780.18883,19466.21197
Togo,1293.075424,1252.087978,1177.923324,974.5726719,1060.749234,1135.162388,1218.177568,1353.04427,1283.849711,1262.7311,1219.826405,1166.103301,1133.481402,1160.11552,1151.202477,1136.278289,1150.963744,1151.2098,,1050.046415,1051.969627,1050.369201,1033.025502,1017.760076,1135.31084,1374.140974,1406.915065,1453.432247
Thailand,6559.63398,7020.242102,7448.055543,8035.063252,8588.344746,9176.591225,9526.175244,9114.583222,8242.065119,8606.895587,9003.343177,9154.516312,9563.04212,10113.31662,10646.10607,11006.3603,11574.02812,12173.79272,12294.07823,12160.76904,12917.95905,13208.68056,13795.40196,13839.8696,14105.78841,14455.48345,14970.73067,
Tajikistan,,,,2059.494073,1564.708131,1338.802462,1062.871148,1116.157955,1159.659627,1186.477055,1246.492143,1344.150126,1460.208071,1571.865394,1738.804922,1832.39644,1919.338078,2047.511423,2183.370275,2210.780841,2695.866905,2820.044463,2962.674525,3156.309724,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,10128.23362,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,5029.857555,5223.756717,5597.80866,4604.098134,3295.501134,1758.489375,3093.717685,6448.089932,7012.46141,7996.460064,8004.73427,7860.23342,4640.022683,6097.880691,5492.277308,8003.042154,8045.308434,6846.390045
Middle East & North Africa (IDA & IBRD countries),8211.618946,8518.27261,8595.210017,8499.322185,8378.374747,8484.58896,8697.87997,8740.196073,8926.544356,8942.204673,9221.356523,9339.833137,9600.64771,10012.3455,10281.24206,10493.77435,10897.62124,11513.64568,11679.18054,11733.88586,12054.3608,11484.85989,11121.89747,11086.18636,11256.4631,11150.14206,11763.85697,
Tonga,,,,,,,,,,,,,,,,,,,,,,5246.358419,,,,,,
South Asia (IDA & IBRD),1846.820364,1834.062597,1895.796859,1937.351115,2010.389576,2109.610914,2206.654367,2243.478433,2321.638139,2455.02737,2501.41317,2564.006915,2623.71031,2771.534406,2927.749779,3131.449989,3345.802024,3598.380726,3677.106757,3899.614506,4173.595945,4379.104961,4547.545849,4753.117718,5018.109243,5329.608639,5619.10139,
Sub-Saharan Africa (IDA & IBRD countries),2316.656048,2265.109519,2198.703796,2144.928484,2140.249971,2158.823542,2216.182291,2241.814655,2237.990379,2233.138786,2184.959856,2245.466274,2276.510959,2338.950073,2563.516568,2629.334057,2816.705846,2895.619341,2947.167518,2988.5133,3072.054449,3138.225913,3185.847042,3222.49392,3364.924258,3420.419448,3387.496213,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,27264.39809,,,,,,
Tunisia,5468.157337,5511.854592,5791.418517,5714.409941,5816.885505,5898.735448,6189.846371,6494.645073,6746.601614,7080.000479,7313.830046,7539.381918,7578.552861,7893.194893,8307.144483,8441.989349,8834.409913,9253.841074,9492.655687,9743.143974,9972.390873,9643.425607,9956.259904,10070.99196,,,,
Turkey,11214.21855,11099.47133,11481.8462,12174.02447,11316.89777,12089.32893,12803.61207,13562.26931,13719.11127,13009.64912,13656.49396,12518.06134,13208.09922,13766.70965,14946.00759,16129.34186,17060.21114,17730.21477,17656.14277,16580.0425,17803.94119,19489.7017,20128.46152,21453.43576,22203.33027,23124.59513,23500.02706,24803.98873
Tuvalu,,,,,,,,,,,,,,,,,,,,,,4745.650501,,,,,,
Tanzania,1416.455518,1406.053199,1365.034238,1339.630215,1321.284123,1338.533108,1377.099555,1381.755491,1403.010663,1435.737342,1463.153256,1481.888477,1578.82466,1627.727021,1703.13892,1782.600562,1845.48146,1917.145608,1964.393141,2007.493114,2068.503969,2169.386583,2194.870446,2294.864084,2376.146567,2449.188553,2541.962627,
Uganda,754.7703303,770.9481677,761.2449427,809.9120043,834.0669089,905.5724595,960.4176446,984.040654,1002.486258,1048.507149,1030.998017,1034.782522,1098.329249,1130.716524,1158.781164,1187.225057,1276.29577,1344.11309,1413.452171,1459.998927,1490.239951,1577.7988,1576.299729,1576.348664,1600.978449,1635.119284,1653.858913,1657.976334
Ukraine,10748.41043,9792.738607,8609.493666,7215.553577,5684.668146,4983.602756,4539.685349,4443.83008,4365.176768,4366.213595,4658.636539,5207.444865,5550.734319,6140.50443,6930.498174,7173.479044,7711.561356,8373.576099,8666.388515,7330.393348,7714.911703,8089.184907,8195.204102,8195.325788,8147.356675,7374.678882,7593.349497,8130.399165
Upper middle income,,,,,,5978.006766,6198.845655,6435.693618,6485.935033,6677.181953,7085.608543,7323.444599,7691.544095,8163.121398,8762.997083,9357.383547,10144.45968,11114.85412,11720.48065,11880.7071,12664.27002,12770.97387,13385.79526,13942.65741,14631.96443,15145.97308,15786.63525,16554.31519
Uruguay,9496.970631,9891.928227,10655.09606,10873.69259,11551.10076,11336.25146,11904.47379,12919.51238,13410.11969,13171.83598,12858.18602,12337.16661,11481.48894,11064.99617,11564.44219,12623.60839,13208.94457,14036.69823,14871.60844,15394.94135,16446.82655,17296.2486,17925.10457,18637.3925,19147.29776,19277.56631,19502.12613,19930.40834
United States,37369.98424,36822.21862,37592.34416,38114.84499,39116.06552,39723.25065,40761.15624,42033.35354,43360.81191,44910.20838,46266.8386,46318.41891,46689.58731,47655.91889,49073.95785,50239.59052,50972.57387,51582.42568,51094.63087,49189.99784,50178.08624,50708.12787,51388.76553,51878.34605,52751.93068,53741.38026,54104.11971,
Uzbekistan,,,,,,2226.818434,2215.81821,2272.22279,2344.230233,2411.234241,2452.806937,2518.737892,2595.620403,2681.827909,2877.271397,3050.560547,3222.250096,3678.983295,4018.185572,4124.085758,4359.60148,4645.473618,4992.827601,5378.590827,5629.058325,5811.370166,6135.195173,6470.082622
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,9682.686922,,,,,,
"Venezuela, RB",14377.39646,15502.14615,15813.70968,15527.72856,14778.54597,15150.19174,14804.22149,15331.338,15133.39896,14116.21862,14386.92034,14538.13841,12815.0625,11622.24411,13394.19933,14813.16293,16208.62846,17724.57732,18153.9783,17078.35273,16443.12166,16552.67105,17220.52731,17151.72527,16725.32744,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,1774.350513,1936.169682,2075.630021,2208.169167,2305.127652,2397.357621,2712.48001,2853.949879,3003.949377,3172.613093,3397.475673,3348.233962,3537.367102,3731.321546,3897.061295,4015.225212,4241.176262,4433.108464,4621.097443,4803.143055,5006.801155,5262.888165,5589.400051,5858.898113
Vanuatu,,,,,,,,,,,,,,,2412.515024,2439.794455,2635.271962,2685.613706,2946.331693,2881.163076,2845.301211,2829.202964,2722.451051,2873.856549,2894.794945,,,
World,9094.782279,9057.255419,9015.089402,8975.66615,9025.638561,9116.232458,9327.553675,9558.797829,9681.660459,9922.132348,10262.37627,10373.39784,10511.88371,10804.59859,11244.23688,11619.27457,12099.39406,12615.18827,12779.93342,12561.65955,13050.17449,13500.83812,13778.08381,14057.05195,14431.44983,14771.59092,15072.46494,
Samoa,,,,,,,,,,,,,,,,,,,,,,5461.535736,,,,,,
Kosovo,,,,,,,,,,,,,,,,,7163.679502,7776.07427,7839.891053,7831.639197,8028.060358,8405.131827,8647.089063,8785.156789,8882.441072,9306.687131,9584.451632,10076.21657
"Yemen, Rep.",,,,,,,,,,,3582.988436,3657.080199,3659.668904,3645.555395,3641.926792,3740.829199,3901.571207,3931.185331,3926.522414,4088.047502,4227.460821,3533.45583,3639.283806,3714.464069,3547.148419,2228.859509,1480.048631,
South Africa,9390.641561,9170.409431,8791.855229,8705.432443,8808.709343,8884.568497,9070.974836,9149.592505,9032.34043,9100.465601,9339.907703,9391.099695,9658.339919,9790.565477,10182.30695,10589.85522,11057.64769,11366.96397,11628.82869,11422.88259,11638.95215,11808.79744,11885.86669,12020.2819,12064.26209,12073.1341,11948.12455,11923.2677
Zambia,,,,,,,,,,,,,,,,,,,,,,3195.592978,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,1610.377617,1522.998844,1433.118075,1135.892311,1140.664012,1267.263714,1391.500554,1581.178573,1695.604883,1700.869617,1678.138612,1677.424884,1682.839299
