Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
IDA total,1967.337711,1943.60726,1950.137032,1914.394903,1907.836581,1940.254053,1983.006986,1995.014555,2012.177799,2032.24175,2015.277528,2064.343352,2099.738443,2182.381867,2368.098149,2443.900645,2603.379787,2690.236868,2758.406096,2817.855876,2923.746026,2962.652189,3048.222404,3116.562166,3258.304625,3325.992335,3363.432404,3464.095369
IDA blend,2853.50722,2810.533462,2815.317902,2729.85502,2752.573167,2800.589532,2852.515063,2840.947943,2847.614704,2870.652796,2808.059191,2886.587792,2939.829767,3086.857325,3486.881569,3574.672093,3855.427229,3942.235704,4007.84141,4088.805235,4273.082571,4339.55069,4444.654846,4586.194471,4774.774536,4890.746399,4908.91224,
Indonesia,,,,,,,,,,,,,,,,,,,,,8210.188345,8593.064546,8995.456847,9361.844879,9678.527519,10037.26486,10436.50786,10846.33795
IDA only,,,,,1427.290286,1452.892361,1496.227744,1533.358804,1564.12127,1586.52777,1610.351393,1643.721217,1671.34621,1716.805576,1766.526145,1841.976556,1928.74597,2022.035938,2096.318482,2144.726681,2204.415369,2267.285197,2344.342331,2369.758759,2488.940309,2529.050801,2580.202417,2674.608935
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1732.873714,1712.13408,1770.159332,1820.622358,1906.539293,2015.027736,2130.23465,2177.004488,2269.436364,2427.861896,2470.08829,2549.42588,2606.621471,2763.376817,2935.28315,3156.7218,3393.789608,3683.656063,3764.267074,4025.803188,4357.164293,4595.112953,4770.631582,5010.320727,5322.162099,5690.722033,6025.885214,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,23920.6407,25753.30586,27658.32388,29464.39436,31337.67649,33829.67443,34433.30648,35318.189,36956.46489,38964.41308,40550.21501,42238.4549,42574.68459,40141.72216,36550.99696,37118.85822,36955.06487,37002.26272,38911.73122,42070.54017,48551.42705,,
"Iran, Islamic Rep.",11419.53065,12562.81678,12718.74103,12721.43503,12255.49241,12538.74259,12730.90446,12669.96463,12795.19351,12532.9638,13125.85636,13051.34147,13845.49752,14862.34115,15287.58792,15589.34666,16217.98638,17385.12393,17242.67298,17157.21635,17945.70001,18193.50032,16735.95316,16489.94864,16970.33983,16536.77997,18543.83504,
Iraq,,,,,,,,,,,,,,,,,,,,,,13247.20821,,,,,,
Iceland,,,,,,,28217.79391,29414.94383,31171.21243,32065.40799,32805.65921,33849.61074,35108.70572,35260.4239,36608.87423,37755.76586,37805.48312,40969.7848,34281.94163,33062.65681,32525.39684,34552.10691,36094.63057,40518.91077,40787.02114,42425.07612,,
Israel,19798.29226,20262.37178,21044.15557,21334.84827,22307.04614,23252.31694,23755.80875,23915.27385,24347.84836,24346.03342,25124.28664,25097.31365,24775.09575,24529.47128,25389.0306,26528.02401,27555.50347,28703.24953,28528.87392,28082.86205,29170.23811,30161.06444,29826.52302,30634.94204,31468.92031,31733.75953,32273.10427,
Italy,30728.79122,31124.31332,31314.58764,31103.69848,31717.14102,32742.06386,33236.94948,34006.91286,34512.79994,35173.75834,36393.93289,37046.16671,37029.68453,36906.68323,37369.60496,37660.84667,38391.64385,38641.9119,37607.65919,35687.55779,36128.2235,36251.29897,35178.19266,34161.22738,33946.412,34114.81597,34733.1504,
Jamaica,,,,,,,,,,,,,,,,,,8218.431331,8212.191926,7703.939114,7698.533372,7841.474181,7898.621772,7833.994696,7875.414048,7841.377961,7832.229416,
Jordan,5922.560038,5577.031617,6376.726862,6383.44882,6405.869871,6607.137995,6533.295367,6681.708667,6823.622514,6922.787322,7308.655073,7603.237353,7819.298264,8017.844672,8565.406133,8991.987966,9387.925942,9758.131703,9876.117944,9888.261866,9390.917738,9129.698986,8854.629976,8668.891782,8524.784434,8391.974492,8319.8638,8288.462845
Japan,30827.50555,31790.86205,32030.14299,31794.13131,31973.80061,32730.90985,33768.46825,34084.44619,33586.29684,33437.04591,34386.2036,34476.82747,34399.46123,34906.33283,35769.68076,36461.29071,37113.53976,37820.61093,37233.39344,35174.54124,36685.09594,36788.07719,37340.72969,38386.64624,38674.88326,39322.0601,38266.7324,
Kazakhstan,,,,10593.17476,9368.232836,8735.016366,8893.312647,9160.328194,9150.867174,9302.627034,9902.488625,11419.46168,12660.35383,13634.3088,14666.22676,15407.03377,16243.25172,17221.73041,16854.98007,17677.2043,17924.89245,18214.64343,19163.44618,21007.4945,21698.7896,23164.27292,22053.97467,
Kenya,2296.614474,2244.866387,2161.00608,2057.380889,2068.280615,2130.20231,2191.114405,2151.31732,2169.362577,2150.402443,2111.507821,2130.415089,2088.492647,2088.283026,2140.717778,2223.364493,2297.745261,2384.455946,2333.261405,2344.38249,2467.064075,2557.387654,2595.142033,2654.493276,2715.737017,2806.193535,2898.48461,2960.799699
Kyrgyz Republic,3420.353801,3096.472111,2639.419608,2223.960762,1757.995451,1634.236822,1727.763932,1846.412606,1843.350387,1858.953806,1931.575964,2055.527934,2042.595085,2169.13252,2264.557848,2257.862878,2342.997901,2526.619127,2649.188899,2699.843966,2601.464958,2610.053585,2763.98855,2927.120446,3026.041032,3085.747585,3113.279133,3255.238583
Cambodia,,,,,,1084.262789,1106.261004,1133.004406,1148.237977,1249.916101,1346.96681,1414.07545,1466.582237,1573.647578,1704.308344,1888.621033,2062.165056,2255.510184,2354.846171,2313.977567,2410.128952,2534.355327,2661.188316,2787.470031,2944.533061,3085.766029,3246.007073,3412.937431
Kiribati,,,,,,,,,,,,,,,,,,,,,,2344.333224,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,20954.16097,,,,,,
"Korea, Rep.",11613.76668,12687.23276,13326.09743,14090.77472,15212.75499,16482.42708,17572.84786,18400.28715,17120.58961,18973.50891,20600.73744,21377.37504,22901.95373,23456.56697,24556.29223,25315.28616,26599.98541,27931.67364,28590.36434,28579.12943,30386.83367,31412.43043,32099.13367,32781.46813,33533.90767,34276.44144,35121.62891,35944.70949
Kuwait,,,,,,,,,,,,,,,,,,,,,80123.49848,82076.30725,83690.49959,79961.51577,77371.35975,73657.40356,74109.0366,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,,,,,,,,,,,2416.26456,2512.713038,2625.278353,2696.086341,2858.297534,3058.644157,3156.514086,3415.045071,3576.174588,3853.760799,3972.07056,4190.592516,4526.47435,4861.139876,5215.730182,5523.483952,5822.180173,6070.11563
Lebanon,,,,,12297.59067,12944.93929,13298.10796,12801.59286,13020.18331,12834.70701,12778.36835,12474.00009,11740.31456,9958.673956,11809.87217,12148.79593,12326.70481,13687.28836,14797.32806,15682.15702,16229.87717,15599.93793,14983.77218,14331.06221,13656.71234,13173.6621,13010.97208,13377.72984
Liberia,,,,,,,,,,,656.2894907,568.7096689,538.9896898,332.2665071,502.6256897,516.1239899,528.4406347,582.5294168,592.3538306,612.754788,619.4150652,675.0038868,669.2343389,711.4325508,701.5220807,694.1344713,667.4545607,
Libya,,,,,,,,,,,,,,,,,,,,,,11210.70796,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,11945.18016,,,,,,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,,,,,,1293.48968,1336.992952,1367.603166,1395.025125,1415.760479,1434.464115,1470.385865,1508.642024,1546.174956,1588.176246,1658.80558,1750.098512,1869.130544,1928.38345,2014.265944,2052.81868,2129.164843,2185.600524,2208.577265,2325.208401,2359.938419,2391.519603,2459.165823
Low income,,,,,,,,,,,1319.870997,1340.827401,1348.373481,1381.908306,1417.383728,1466.720834,1506.505349,1552.928163,1575.795299,1622.158452,1673.931955,1679.609804,1742.079193,1795.057682,1845.148598,1821.865622,1824.106586,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,3586.596869,3702.848789,3844.21168,4075.628272,4238.120159,4407.379638,4538.420244,4813.52516,4991.172409,5166.598921,5439.406668,5322.251027,5505.591799,5818.431009,6082.070502,6398.142629,6828.618457,7261.831227,7551.868448,7853.825438,8434.900196,9101.617012,9803.820323,9996.408352,10402.53102,10790.60604,11118.47772,11325.62717
Lower middle income,2659.579585,2603.742947,2605.259143,2576.222463,2600.504862,2670.739877,2770.183601,2826.48187,2912.395784,3030.666859,3093.258758,3191.766635,3264.805387,3426.812301,3661.035593,3844.888552,4110.58922,4379.523404,4501.404936,4678.802315,4951.07804,5136.116251,5314.382211,5512.727535,5765.840852,6035.061115,6282.333506,
Low & middle income,,,,,,4115.450093,4257.146123,4385.232685,4437.889388,4570.458842,4777.412239,4919.888475,5108.077642,5383.871578,5748.833997,6086.788381,6545.141023,7082.917585,7385.751117,7519.558591,7969.038791,7991.674863,8317.658807,8627.633682,9016.987192,9334.804619,9692.621253,10096.0962
Lesotho,,,,,,,,,,,,,,,,,,2874.801544,2988.555175,2894.160245,2976.685787,2956.940548,3007.06168,2991.465244,2971.911898,3039.139627,3123.852753,
Late-demographic dividend,,,,,,5111.288013,5307.262148,5520.311767,5559.126738,5829.846583,6261.703983,6612.33781,6998.516052,7501.908757,8114.45064,8698.391039,9520.608382,10513.85498,11206.46637,11504.00834,12306.37873,12417.78676,13166.08021,13794.11324,14541.6885,15147.21838,15802.09647,16604.53492
Lithuania,,,,,,,,,,,,,,,16587.13844,18273.3091,19833.66763,21880.94065,22755.62868,20672.49173,20672.31763,22015.41694,23325.83833,24491.68393,25912.35026,25922.18598,26884.32086,
Luxembourg,69881.95759,74820.25868,75558.56772,75538.28047,74728.34846,77325.99141,77153.95284,82570.51681,84477.44025,88175.89522,94680.73992,98064.37299,91694.46907,86247.59704,95628.48491,101478.6616,98914.06,117620.3821,110012.7501,82134.93591,67139.18951,64050.61759,62591.82031,60703.16689,60405.39282,62197.8326,64970.61327,
Latvia,,,,,,8344.826331,8630.187101,9506.431073,10213.77409,10401.54228,11161.78546,12087.26289,13080.24519,14230.21926,15344.61611,17346.59762,19304.85332,21283.86688,21111.49748,19928.93331,18481.51623,19767.9833,20686.8946,21518.51391,22093.75332,22889.05646,23685.11143,
"Macao SAR, China",,,,,,,,,,,,,44533.55134,47834.81791,57337.15619,59923.62351,64003.7572,78633.58019,72335.61835,72431.45093,87342.97355,100997.1065,105868.1384,112769.3303,110742.8668,91187.20306,88485.77571,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,3799.892794,3990.121523,3849.006851,3734.682673,4085.251335,3787.627754,4229.198821,4103.715879,4372.0902,4368.98338,4393.712598,4664.683828,4767.61344,5001.874572,5200.323398,5337.22821,5668.782636,5812.305672,6092.875687,6198.79164,6352.921264,6575.583111,6655.563295,6901.009297,6913.769049,7154.89074,7148.542148,7339.621319
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,2567.013473,2536.047863,2571.45439,2396.284372,2316.598739,2361.793491,2631.366209,2845.423447,3194.692774,3472.040625,3708.260627,3881.645832,3923.692485,4247.383874,3853.835342,4236.174174,4523.264574,4620.242548,5040.461697,5252.353752,5084.201045,5311.391561,
Madagascar,1590.422891,1416.050969,1416.241415,1409.493205,1353.693897,1334.175552,1333.538098,1358.024073,1374.946956,1406.067783,1418.14683,1464.098231,1235.603388,1318.657717,1341.65187,1368.356935,1397.461243,1452.048971,1514.914526,1406.902479,1370.881228,1346.07654,1326.297639,1320.185276,1332.143559,1323.228174,1338.807586,
Maldives,,,,,,,,,,,,,,,,,,,,,,11321.25397,,,,,,
Middle East & North Africa,,,,,,,,,,,13357.87513,13361.42852,13344.1952,14007.42777,14549.15145,14912.48199,15457.11513,16082.91881,16386.21572,16143.5358,16545.32715,16849.33565,16800.93601,16894.20966,17154.3446,17304.38697,17823.92365,
Mexico,12689.57896,13030.05287,13245.02624,13622.3085,13895.8059,12046.95458,12863.73603,13538.73528,13921.79746,14314.83293,14814.39449,14485.91185,14371.19463,14667.40253,15187.28089,15290.59252,15731.3054,16283.02414,16262.34433,15227.72628,15770.35303,15960.05686,16164.55632,15990.8287,16292.07936,16569.31983,16622.60695,16944.09546
Marshall Islands,,,,,,,,,,,,,,,4085.328053,4237.791082,4241.149174,4375.849751,4231.258122,4145.596038,4220.588806,4279.856936,4247.178399,4459.434806,4656.478743,4982.512286,,
Middle income,,,,,,4399.84399,4555.886121,4698.672156,4759.375507,4908.005641,5139.095443,5299.491173,5511.794786,5819.477293,6226.439812,6603.731622,7116.463967,7718.694872,8063.865066,8219.422231,8726.829019,8762.509344,9132.293206,9486.004275,9930.288636,10303.62605,10720.83747,11184.89806
"Macedonia, FYR",9525.833988,8998.705733,8264.604868,7704.379769,7629.533984,7569.844502,7615.397496,7665.255079,7873.214747,8125.597606,8458.027385,8256.61265,8321.9903,8482.09366,8915.115712,9215.540302,9808.130828,9984.542271,10906.30337,10910.52631,11191.28909,11404.63853,11296.98852,11590.76611,12058.45476,12336.44682,12556.83103,12504.94561
Mali,1268.9625,1394.527156,1314.758033,1325.547181,1323.982216,1292.552791,1347.638715,1374.054888,1442.179213,1491.908862,1454.011208,1568.239287,1547.697037,1684.213383,1658.000835,1711.557231,1723.325646,1743.668533,1774.829789,1795.049937,1800.783848,1807.996013,1730.872955,1740.560131,1810.173871,1865.025124,1901.16191,1952.94601
Malta,,,,,,,,,,,24116.64668,24804.92842,25258.47235,25470.18007,25488.90957,25521.10579,25777.74552,26833.76555,27733.46758,25682.74724,26878.73879,27690.82344,27954.87466,28737.76092,30360.52144,32754.5853,33025.13422,
Myanmar,,,,,,,,,,,,,,,,,,,,,,3897.585753,,,,,,
Middle East & North Africa (excluding high income),8161.327928,8464.593267,8539.38027,8442.343301,8320.36037,8425.479616,8635.862799,8684.98857,8882.498931,8907.521569,9171.04107,9280.37965,9534.679526,9944.44819,10212.29878,10427.78117,10822.27217,11427.98662,11584.69183,11645.11498,11960.22792,11405.48316,11054.07286,11013.8252,11179.74341,11082.14216,11687.82872,
Montenegro,,,,,,,,,,,10917.88631,11056.45249,11267.69826,11500.72185,11912.96212,11893.60699,12986.55783,13762.58832,14777.38625,13706.66177,13924.3832,14588.9203,14308.64875,14845.55213,15000.06858,15701.85506,15961.22854,16778.70192
Mongolia,,,,,,,,,,,,,,,,,,,,,7105.266887,8149.6076,9014.283651,10123.91882,10441.17989,10510.54447,10618.27631,10103.05023
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,366.1064428,373.4879576,334.3284528,351.5725252,358.4184603,360.2032992,448.7647162,485.6637969,530.4131379,565.0480439,544.1793435,595.0173251,577.9419623,653.1949871,673.281319,708.8886386,731.8793483,773.7111112,808.4098292,862.5758263,887.2951607,940.9846356,988.7346716,1030.014038,1065.758071,1093.769484,1098.284628,1092.688158
Mauritania,2680.216291,2702.658846,2689.672304,2749.968738,2588.951329,2763.396775,3015.801247,2795.883098,2806.579465,2937.482022,2811.127988,2692.461893,2805.237007,2877.388308,2954.206302,3111.345031,3392.75616,3418.162703,3406.898969,3349.766744,3288.941545,3270.698598,3337.652365,3472.04662,3589.957059,3504.561452,3520.062629,3591.761196
Mauritius,7328.740194,7648.071979,8050.715978,8341.374858,8500.621257,8806.856016,9156.806946,9611.694752,10066.98816,10208.15049,11010.69275,11308.41713,11465.33196,11704.90279,12338.15965,12429.14597,13505.19009,14512.11352,15060.52682,15248.1593,16110.40333,16607.00133,17149.24384,17665.10764,17827.4158,18733.23345,19467.75836,
Malawi,,,,,,,,,,,,,782.8462663,805.753101,826.6663945,831.9135327,846.5072806,904.2042404,944.4786312,986.9889583,1016.918519,1036.007035,1015.74957,1030.467831,1059.043312,1052.459605,1052.859192,1064.416511
Malaysia,10169.83204,10769.48093,11396.13952,12266.26724,13066.72309,13991.64554,14998.46841,15589.33283,14053.53159,14332.75381,15076.33575,14979.67027,15564.99359,16302.28475,17089.64828,17778.45907,18703.0124,19675.52112,20041.81903,19606.57362,20443.23566,21301.96152,21759.53065,22459.59133,23402.95686,24323.91735,24967.9882,26107.27002
North America,36662.36315,36073.48185,36750.35494,37273.10808,38274.64478,38883.21342,39838.37726,41092.41479,42380.45917,43920.95663,45316.37343,45383.14541,45804.96858,46705.59708,48070.72416,49208.19547,49959.50604,50556.70547,50111.38022,48219.83468,49172.09221,49725.92282,50362.57715,50863.44658,51715.25417,52617.6851,52954.57741,
Namibia,5783.83424,6147.708096,6227.037418,6026.647576,5925.281131,6122.820555,6010.848729,6061.980461,6117.411348,6006.152356,6160.309894,6068.494282,6337.96794,6753.498766,7251.948114,7155.460497,7636.036977,7954.805792,8074.889476,7961.612329,8139.091978,8486.178666,8591.908064,9192.015995,9599.217387,9929.468147,9582.314124,9387.195907
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,778.3645421,773.1675276,813.4971284,775.3994181,808.0107057,795.3893326,846.005072,852.9188836,887.8181406,889.0363413,897.5171097,905.8680486
Nigeria,2792.392095,2706.969764,2618.459737,2505.766744,2539.845252,2568.873077,2652.381537,2669.429734,2645.037416,2672.197896,2450.536178,2637.643546,2644.968601,2808.98317,3685.941962,3669.013371,4229.296354,4210.624201,4349.39672,4475.746955,4861.650345,4969.914953,5065.762254,5205.294236,5480.201122,5527.085712,5325.568998,
Nicaragua,,,,,2452.521142,2651.25341,2821.081637,2932.838159,3058.845848,3223.266723,3310.097662,3338.971609,3339.433,3388.624111,3540.090524,3681.101677,3741.522847,3902.300869,4086.678562,3900.9765,4023.304036,4226.230884,4447.641597,4613.276688,4780.010373,5009.556423,5145.112681,5157.315656
Netherlands,31977.42271,32601.10951,32814.70512,33171.57046,34115.62746,35210.43845,36345.47193,37458.14094,38422.07359,40786.00507,42394.5752,42009.73527,41879.29892,42364.30181,43207.62453,43230.25556,45673.64878,46949.68874,46259.66894,45171.7813,45898.91748,46909.12755,46344.43179,45824.08913,45556.83719,46239.29279,46711.06436,
Norway,41742.13009,42706.80422,44396.64214,45329.20258,47588.69652,49489.17115,51736.26938,54210.39552,55284.33565,56126.78076,57237.76236,58904.469,59539.81177,59898.16422,61677.8219,63424.33035,63793.07677,64771.8045,64168.00949,62932.21176,62909.95824,62644.80842,63437.85238,63487.82491,65684.33545,67028.07537,67340.22668,
Nepal,,,,,,,,,,,,1591.497794,1559.098307,1595.587962,1643.758305,1688.811801,1733.406559,1778.234777,1867.313082,1936.711622,2001.180738,2042.30414,2120.400823,2180.699825,2304.805508,2352.788457,2334.420219,2470.988021
Nauru,,,,,,,,,,,,,,,,,,,,,,8161.657615,,,,,,
New Zealand,,,,,,,,,24835.10627,25629.50639,26135.1547,27123.40811,28022.74938,28781.09607,29000.25398,29375.80527,29696.19387,30338.64181,29591.07168,30886.84231,30529.6325,31252.24815,31994.99483,32376.80251,32999.00186,33643.11781,33678.60485,
OECD members,26925.28005,27081.02432,27421.44962,27600.07571,28175.89335,28642.96231,29388.89471,30237.86203,30855.87265,31698.84771,32817.38591,32990.4496,33284.29613,33809.36855,34771.08805,35533.34528,36364.41747,37076.01729,36848.80769,35366.80967,36268.1551,36822.24558,37064.10013,37391.0268,37921.09052,38582.87721,38846.5688,
Oman,,,,,,,,,,,43275.85138,44804.22676,43059.0247,41600.45106,41340.17198,40624.56629,38745.45708,42464.80246,43201.29397,43539.02791,42953.81047,39555.79248,40428.82291,40319.9528,38332.83971,38979.7202,,
Other small states,,,,,,,,,,,,,,,14697.82554,15290.3506,17093.80315,18522.93577,19085.17644,18988.01333,19786.16375,20912.83664,21295.95624,21873.34549,22165.16329,23123.89373,,
Pakistan,3194.568561,3200.6011,3310.89952,3272.344863,3292.188041,3387.387201,3424.024563,3357.758478,3355.738603,3399.574506,3450.947071,3441.87126,3545.751513,3737.029423,3894.540407,4101.113774,4254.537427,4364.60147,4358.037929,4418.207984,4446.683762,4503.180809,4589.289104,4691.406107,4831.750815,4978.214976,5154.976879,5311.219289
Panama,7596.772858,7913.95432,8494.676572,8973.179184,9154.760444,8957.498045,9183.83425,9464.871923,9928.305051,9990.168632,10225.92791,10029.99799,10395.69643,10287.71883,10706.23669,11198.72361,11965.41973,13035.15995,14169.7534,14003.19323,14178.70607,16080.76137,17224.14638,17905.34724,18677.428,18167.0782,18494.05158,
Peru,5019.420155,5168.695991,5040.209195,5161.267407,5711.076934,6004.436093,6147.280576,6462.23391,6404.201624,6407.195622,6460.144113,6451.802317,6683.336595,6811.92867,6933.564199,7193.591961,7460.122261,8019.013455,8738.41847,8783.644117,9250.355477,9666.398079,10282.00008,10910.43133,11067.17246,11420.11463,11634.83839,11789.34824
Philippines,3961.783057,3888.493976,3865.958338,3875.69549,3997.751711,4099.434208,4272.834039,4466.284291,4693.494681,4717.354334,4972.407359,5042.813966,5143.677523,5270.457912,5495.243871,5677.509473,5827.441242,6065.479758,6232.490301,6420.636736,6754.462493,6836.48041,7204.515818,7667.411502,7979.56244,8322.829317,8728.96953,9153.54352
Palau,,,,,,,,,,,,,,,,,,13388.06384,12282.29868,12070.09433,11804.76466,12500.30507,12813.01417,12297.53796,12629.64515,13399.80949,13466.45855,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,2961.5085,,,,,,
Poland,,9208.362824,9316.830501,9695.734597,10480.77866,11136.1555,11892.09256,12644.10369,13230.8025,13862.53716,,,,,16083.58325,16903.97996,17887.71684,18966.92515,20005.3841,20354.83262,21056.01614,22108.10655,22497.14547,22845.2704,23514.20031,24417.71573,24983.11873,26150.40263
Pre-demographic dividend,2029.624907,1976.755608,1930.943995,1862.323873,1856.140082,1867.781544,1934.123507,1963.836648,1977.599982,1982.178382,1897.636065,1984.129182,2009.596923,2089.338595,2364.522077,2420.62685,2652.547796,2755.278954,2819.271661,2921.446371,3023.877596,3100.257552,3147.791898,3166.682724,3355.333981,3425.39485,3384.143137,
Puerto Rico,20163.04861,20618.42092,20434.00079,21063.27235,21294.68817,23329.80095,21839.56251,22820.83141,22130.03018,23903.60626,25002.35433,23756.0452,23138.14734,22762.721,25802.28219,25252.12839,25329.51829,25878.18965,24711.17038,23294.87108,22444.53849,22394.86024,23946.44915,24267.90729,24260.78534,24224.24487,22449.88746,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,20108.89822,21078.71406,21421.07082,20975.68108,21061.97963,22018.47932,22607.86107,23334.45424,24291.21571,25095.42827,25509.64983,25794.50004,25913.42385,25701.45655,26041.07144,26181.93356,26101.63584,26694.44356,26526.36243,25753.34067,26317.6891,26264.24331,25180.42235,25304.57415,25572.01573,25859.73132,26520.69904,
Paraguay,,,,,,5966.783364,6279.961825,6197.429562,6052.570606,5818.411679,5313.211178,5204.467206,5216.828885,4825.4377,5052.876848,5131.475508,5538.416882,6095.714902,6486.910479,6036.972056,6780.360056,7122.044306,6814.233377,7754.865715,8091.526183,8192.010813,8423.704851,8380.129335
West Bank and Gaza,,,,,3063.848926,3154.839934,3206.858869,3843.861725,4868.598509,5593.17822,4701.484332,4139.024065,3916.979052,4183.811162,4385.316789,4827.475382,4545.779358,4398.925955,3970.659443,4480.812025,4450.36456,4668.321069,5220.964729,4914.115951,4817.078115,5352.842214,5410.061695,5055.086173
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,28540.89545,28677.45962,28984.6477,29066.90175,29673.81722,30312.90789,31028.819,31905.14479,32554.61443,33546.30919,34770.62902,35141.52788,35512.96497,36133.53383,37192.12146,38019.37327,38945.52499,39726.38511,39510.20672,37958.86897,38969.48842,39528.14833,39766.61452,40110.17363,40652.17868,41267.0226,41583.76924,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,110739.4023,99277.20742,113337.9112,113447.1955,113127.6462,108022.8212,114064.25,119118.3992,117142.5347,116325.7286,115743.0821,117896.0997,,
Romania,11410.76559,10056.53295,9227.05775,9364.327339,9754.711998,10452.27149,10871.65243,10369.27477,10145.13238,10115.7502,10420.44488,11166.58108,11918.81667,12511.80116,13375.96153,14185.81351,15341.56662,16619.30302,18433.21577,17684.00255,17290.34247,17698.38887,17986.5974,18597.1804,19434.34571,20049.28742,21060.14962,22645.53847
Russian Federation,20684.88782,19584.37313,16589.57344,15175.29779,13366.10494,12760.6396,12253.87767,12356.76007,11460.75349,12243.65203,13701.46725,14677.77425,15365.4706,16358.01121,17761.45388,18894.88065,20380.77856,22336.82387,23335.38166,21462.78186,22425.18546,23595.16044,24377.28913,24655.45,24458.4474,23909.42309,23843.25688,24232.5558
Rwanda,869.3318139,868.5450828,968.1967135,944.2714628,493.9212164,681.8653669,736.4670634,786.5894065,790.5635394,768.2634665,785.7044456,817.6602231,905.2106133,905.8577249,958.2222215,1033.219472,1102.963645,1162.732091,1254.773471,1297.31652,1355.254519,1424.469573,1501.910197,1525.244,1593.300471,1688.296975,1743.803503,1811.223531
South Asia,1846.820364,1834.062597,1895.796859,1937.351115,2010.389576,2109.610914,2206.654367,2243.478433,2321.638139,2455.02737,2501.41317,2564.006915,2623.71031,2771.534406,2927.749779,3131.449989,3345.802024,3598.380726,3677.106757,3899.614506,4173.595945,4379.104961,4547.545849,4753.117718,5018.109243,5329.608639,5619.10139,
Saudi Arabia,,,,,,,,,,,43138.04902,41668.03768,39327.09243,42379.00075,44548.88598,45797.92803,45894.4103,45737.85721,47507.61753,45222.68816,45951.05948,49224.71933,50305.06114,50239.75404,50786.95389,51885.02689,51329.27537,49680.22069
Sudan,1593.419275,1567.406275,1671.533792,1731.94407,1754.613038,1827.457389,1936.799235,2102.971056,2127.653121,2117.786537,2134.52235,2195.544465,2286.90194,2355.026022,2369.538018,2502.669817,2728.924187,2937.493285,3092.630184,3108.720947,3109.342323,3482.627218,3805.785082,2801.06897,3823.913544,3937.770062,4014.995094,4119.151849
Senegal,1776.591293,1766.825454,1758.260536,1707.257644,1658.922305,1708.878077,1728.33342,1737.066731,1804.01536,1860.150319,1870.950247,1914.850885,1873.236996,1957.539196,2024.087627,2083.669718,2085.703627,2130.823852,2155.846332,2126.685573,2156.860554,2115.919959,2141.657,2148.561504,2164.021795,2227.423089,2297.415847,2384.177299
Singapore,33996.45217,35068.73673,37017.77194,39412.27914,43305.79787,45227.99084,46036.52873,49488.80631,46546.5158,48825.43934,51366.50082,49309.7608,50016.64521,52670.31477,54765.5809,57709.49138,62963.31295,66163.34627,63092.31871,60728.28067,71681.21255,73255.30009,73241.4936,76008.06173,79051.032,78742.13456,78427.3221,82503.12701
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,1493.836979,,,,,,
Sierra Leone,,,,,,,,,,,,802.8068901,971.8372523,1017.368368,1033.602627,1037.398848,1049.397972,1178.955034,1244.972731,1267.645837,1213.798978,1228.827632,1449.262742,1646.760577,1658.278024,1296.905295,1216.358786,
El Salvador,4399.74077,4472.316852,4832.485321,5132.208966,5415.608186,5689.579171,5727.241176,5910.760761,6079.411661,6133.065664,6231.681864,6310.992608,6379.59109,6440.387204,6541.907951,6766.99791,7040.656834,7285.193548,7470.286849,7103.214017,7145.0171,7229.564467,7144.814373,7217.000979,7327.567668,7563.356671,7662.92021,6868.107606
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,8157.513885,8354.923973,7343.163443,7986.94177,8404.427556,8968.87615,9364.693777,10213.59486,10772.30736,11330.73685,11962.65356,12562.41037,12361.68449,12404.80219,12673.91689,12454.10713,12740.8647,12574.40458,12600.77983,12876.98702,13018.70813
